	acc	conv_act	conv_kernel_size	conv_num_filters	epochs	loss	out_act	time_stamp	val_acc	val_acc_real	val_loss
33	0.9670126019273536	sigmoid	3	32	34.0	0.13047486692501317	sigmoid		0.6582653818526385		2.7107399854949885
34	0.9699777612604858	sigmoid	3	32	35.0	0.11775769039248431	sigmoid		0.6582653818526385		2.756487867406247
35	0.9701630837657524	sigmoid	3	32	36.0	0.11405870434120463	sigmoid		0.6597479614750202		2.8176136720260043
36	0.9694217938772389	sigmoid	3	32	37.0	0.11852632424040933	sigmoid		0.6575240920083093		2.85451751978332
37	0.9709043736100815	sigmoid	3	32	38.0	0.11895307775357637	sigmoid		0.6575240920083093		2.8654072961602237
38	0.9720163083765753	sigmoid	3	32	39.0	0.104133258115989	sigmoid		0.6478873240320306		2.9818149779442065
39	0.9722016307934732	sigmoid	3	32	40.0	0.10636680077256054	sigmoid		0.661230541229955		2.954378677881409
40	0.9723869532987398	sigmoid	3	32	41.0	0.10545859913347914	sigmoid		0.6575240920083093		3.0769219242969736
41	0.9608969606674539	sigmoid	3	32	42.0	0.12702389330975297	sigmoid		0.6449221646547141		3.068466772937704
42	0.9627501852782767	sigmoid	3	32	43.0	0.13181436402078378	sigmoid		0.6508524834093471		3.0948679017702503
43	0.965530022194511	sigmoid	3	32	44.0	0.12473943318655263	sigmoid		0.6352853966784353		3.11720404985483
44	0.9673832468053338	sigmoid	3	32	45.0	0.1121746283728737	sigmoid		0.6464047443433724		3.1817143300093926
45	0.9746108227875429	sigmoid	3	32	46.0	0.10355976709973114	sigmoid		0.6701260193619046		3.049755669594518
46	0.9796145292367645	sigmoid	3	32	47.0	0.08905706403319971	sigmoid		0.6567828021639802		3.194105473512009
47	0.9859154929577465	sigmoid	3	32	48.0	0.07702875781591687	sigmoid		0.6404744255887392		3.28889829817306
48	0.9881393624907339	sigmoid	3	32	49.0	0.06612525580711856	sigmoid		0.6530763529423346		3.204483584000324
49	0.9899925871015567	sigmoid	3	32	50.0	0.0624112802826205	sigmoid	2019-09-22 03:01:14.188761	0.656041512319651	0.6202226903400542	3.317196805358728
50	0.5203854707190512	sigmoid	3	32	1.0	1.7766594181598072	softplus	2019-09-22 03:01:14.202604	0.530022238717422		1.663542869446276
51	0.5413269089097178	sigmoid	3	32	2.0	1.636339463243845	softplus		0.530022238717422		1.6280279458231888
52	0.5639362490292034	sigmoid	3	32	3.0	1.4269493851863162	softplus		0.6263899185464857		1.2851420601179548
53	0.6199036322760529	sigmoid	3	32	4.0	1.198736085062826	softplus		0.6219421794142345		1.2180013283700568
54	0.6351000740848001	sigmoid	3	32	5.0	1.128142093092181	softplus		0.6100815419049683		1.2140816990935068
55	0.6525203855590876	sigmoid	3	32	6.0	1.0904232251193455	softplus		0.6352853966784353		1.2136142904268892
56	0.6703113417346183	sigmoid	3	32	7.0	1.0462325297964334	softplus		0.6367679763008172		1.2073615558771313
57	0.688287620503784	sigmoid	3	32	8.0	0.9962059720698951	softplus		0.6367679763670936		1.226676426347403
58	0.7025574498745669	sigmoid	3	32	9.0	0.9319136834215287	softplus		0.6389918459000811		1.2625454108391627
59	0.720533728687917	sigmoid	3	32	10.0	0.8672803225916699	softplus		0.6649369904516007		1.2392609373033268
60	0.7503706449663489	sigmoid	3	32	11.0	0.7987469686146927	softplus		0.6679021498289172		1.2008505104381655
61	0.7774277243285466	sigmoid	3	32	12.0	0.7224879751742725	softplus		0.6679021497626407		1.23184366258009
62	0.7970719052032685	sigmoid	3	32	13.0	0.6515952904989668	softplus		0.6790214974938542		1.2708599052224183
63	0.8180133433055665	sigmoid	3	32	14.0	0.5975047495738058	softplus		0.6679021498289172		1.3380285983089166
64	0.8278354336103746	sigmoid	3	32	15.0	0.5633210732682358	softplus		0.6693847295175754		1.3821292756839183
65	0.8487768717126726	sigmoid	3	32	16.0	0.5009185992694943	softplus		0.6745737583616029		1.5210299392909452
66	0.8643439583994	sigmoid	3	32	17.0	0.46497422363954266	softplus		0.6641957005409951		1.5575010000643155
67	0.8784284655742065	sigmoid	3	32	18.0	0.4149102336216892	softplus		0.6782802075832486		1.6922966857765938
68	0.900111193565018	sigmoid	3	32	19.0	0.36836323281232297	softplus		0.6612305411636785		1.7563114966879605
69	0.9116011860195666	sigmoid	3	32	20.0	0.33504917217988806	softplus		0.6523350630980054		1.8763148109501075
70	0.9145663453526989	sigmoid	3	32	21.0	0.32108933641523496	softplus		0.6634544106966659		2.0268922529015567
71	0.9128984432471426	sigmoid	3	32	22.0	0.3088650640909366	softplus		0.6701260192956281		1.9897902278744617
72	0.9227205336403193	sigmoid	3	32	23.0	0.2831536699901076	softplus		0.6604892513193494		2.0904786475416994
73	0.9301334320836107	sigmoid	3	32	24.0	0.269451796257381	softplus		0.6501111934987416		2.135044611057058
74	0.9392142327208268	sigmoid	3	32	25.0	0.23103024587974097	softplus		0.6515937731873997		2.208240070194558
75	0.9371756856047374	sigmoid	3	32	26.0	0.22846112131321317	softplus		0.6664195700739824		2.2387989576522114
76	0.9440326167089662	sigmoid	3	32	27.0	0.21023793932771223	softplus		0.6619718310080076		2.314027881869747
77	0.9444032615869464	sigmoid	3	32	28.0	0.21119346460251565	softplus		0.653076352876058		2.4274565574414115
78	0.9468124536252004	sigmoid	3	32	29.0	0.19787263818322684	softplus		0.6441808747441085		2.5144072817907763
79	0.9490363232023721	sigmoid	3	32	30.0	0.18836692503043861	softplus		0.652335063031729		2.4498549122736133
80	0.940882134826383	sigmoid	3	32	31.0	0.20574575545524473	softplus		0.6560415122533746		2.563035477524426
81	0.9408821349147517	sigmoid	3	32	32.0	0.21095800302022472	softplus		0.644180874810385		2.6580883332585477
82	0.9492216456192701	sigmoid	3	32	33.0	0.18526694855705908	softplus		0.6604892513193494		2.578834883984678
83	0.9555226092960677	sigmoid	3	32	34.0	0.16229468253782894	softplus		0.6338028169235006		2.7179736338163676
84	0.960526315701105	sigmoid	3	32	35.0	0.1472213349689635	softplus		0.6553002224090455		2.6971746871345923
85	0.9607116382063716	sigmoid	3	32	36.0	0.14967354878043138	softplus		0.658265381786362		2.727609675579198
86	0.9642327650553036	sigmoid	3	32	37.0	0.14925180926775383	softplus		0.652335063031729		2.7816547405463488
87	0.9625648628171944	sigmoid	3	32	38.0	0.14014661041474324	softplus		0.653076352876058		2.788805644100379
88	0.9540400295632251	sigmoid	3	32	39.0	0.16038929902464483	softplus		0.6545589325647163		2.8636560770562176
89	0.9586730911344665	sigmoid	3	32	40.0	0.14917511787345622	softplus		0.6434395848997794		2.9042275482146627
90	0.964047442550037	sigmoid	3	32	41.0	0.1301591892853059	softplus		0.6456634544327667		2.950905490752235
91	0.9629355077835434	sigmoid	3	32	42.0	0.1335139480054246	softplus		0.6441808747441085		3.048116945884597
92	0.9666419569168204	sigmoid	3	32	43.0	0.1272195559837272	softplus		0.6412157153667919		3.0425809622694597
93	0.966827279422087	sigmoid	3	32	44.0	0.12499789544294904	softplus		0.6323202372348423		3.0171194576704563
94	0.967939214232765	sigmoid	3	32	45.0	0.11481363714856957	softplus		0.6315789474567897		3.1516117806607835
95	0.969236471460341	sigmoid	3	32	46.0	0.11022157400012503	softplus		0.6412157153667919		3.0786973984706303
96	0.9675685692664161	sigmoid	3	32	47.0	0.11741220966544834	softplus		0.6560415122533746		2.992232703561691
97	0.9705337286437327	sigmoid	3	32	48.0	0.11669900072248358	softplus		0.6449221645884377		3.1056371341377296
98	0.9673832468053338	sigmoid	3	32	49.0	0.10808933892455076	softplus		0.6419570052111211		3.1574389655294905
99	0.9697924387994036	sigmoid	3	32	50.0	0.10128423763788391	softplus	2019-09-22 03:02:02.835643	0.6441808747441085	0.629250677099007	3.1406145677290818
100	0.016493699036323202	sigmoid	3	32	1.0	6.303843864429607	tanh	2019-09-22 03:02:02.846409	0.013343217197924388		5.747074843336689
101	0.016493699036323202	sigmoid	3	32	2.0	5.478240752944776	tanh		0.013343217197924388		5.747074843336689
102	0.016493699036323202	sigmoid	3	32	3.0	5.478240746582235	tanh		0.013343217197924388		5.747074843336689
103	0.016493699036323202	sigmoid	3	32	4.0	5.4782407596607925	tanh		0.013343217197924388		5.747074843336689
104	0.016493699036323202	sigmoid	3	32	5.0	5.4782407540052	tanh		0.013343217197924388		5.747074843336689
105	0.016493699036323202	sigmoid	3	32	6.0	5.4782407476426584	tanh		0.013343217197924388		5.747074843336689
106	0.016493699039084722	sigmoid	3	32	7.0	5.478240753298251	tanh		0.013343217197924388		5.747074843336689
107	0.016493699036323202	sigmoid	3	32	8.0	5.478240780869266	tanh		0.013343217197924388		5.747074843336689
108	0.016493699036323202	sigmoid	3	32	9.0	5.478240755772573	tanh		0.013343217197924388		5.747074843336689
109	0.016493699036323202	sigmoid	3	32	10.0	5.47824076637681	tanh		0.013343217197924388		5.747074843336689
110	0.016493699039084722	sigmoid	3	32	11.0	5.478240749410031	tanh		0.013343217197924388		5.747074843336689
111	0.016493699036323202	sigmoid	3	32	12.0	5.478240796422146	tanh		0.013343217197924388		5.747074843336689
112	0.016493699036323202	sigmoid	3	32	13.0	5.478240743754439	tanh		0.013343217197924388		5.747074843336689
113	0.016493699036323202	sigmoid	3	32	14.0	5.478240739512744	tanh		0.013343217197924388		5.747074843336689
114	0.016493699039084722	sigmoid	3	32	15.0	5.478240772385877	tanh		0.013343217197924388		5.747074843336689
115	0.016493699036323202	sigmoid	3	32	16.0	5.478240768851131	tanh		0.013343217197924388		5.747074843336689
116	0.016493699036323202	sigmoid	3	32	17.0	5.478240761074691	tanh		0.013343217197924388		5.747074843336689
117	0.016493699036323202	sigmoid	3	32	18.0	5.478240755419098	tanh		0.013343217197924388		5.747074843336689
118	0.016493699036323202	sigmoid	3	32	19.0	5.478240732796728	tanh		0.013343217197924388		5.747074843336689
119	0.016493699039084722	sigmoid	3	32	20.0	5.4782407501169805	tanh		0.013343217197924388		5.747074843336689
120	0.016493699036323202	sigmoid	3	32	21.0	5.478240756479522	tanh		0.013343217197924388		5.747074843336689
121	0.016493699036323202	sigmoid	3	32	22.0	5.478240736684947	tanh		0.013343217197924388		5.747074843336689
122	0.016493699036323202	sigmoid	3	32	23.0	5.478240740926642	tanh		0.013343217197924388		5.747074843336689
123	0.016493699036323202	sigmoid	3	32	24.0	5.478240754712149	tanh		0.013343217197924388		5.747074843336689
124	0.016493699036323202	sigmoid	3	32	25.0	5.478240744107913	tanh		0.013343217197924388		5.747074843336689
125	0.016493699039084722	sigmoid	3	32	26.0	5.4782407801623165	tanh		0.013343217197924388		5.747074843336689
126	0.016493699036323202	sigmoid	3	32	27.0	5.478240768144182	tanh		0.013343217197924388		5.747074843336689
127	0.016493699036323202	sigmoid	3	32	28.0	5.478240751177404	tanh		0.013343217197924388		5.747074843336689
128	0.016493699036323202	sigmoid	3	32	29.0	5.478240752591302	tanh		0.013343217197924388		5.747074843336689
129	0.016493699039084722	sigmoid	3	32	30.0	5.478240758953844	tanh		0.013343217197924388		5.747074843336689
130	0.016493699039084722	sigmoid	3	32	31.0	5.47824075082393	tanh		0.013343217197924388		5.747074843336689
131	0.016493699036323202	sigmoid	3	32	32.0	5.478240758246895	tanh		0.013343217197924388		5.747074843336689
132	0.016493699039084722	sigmoid	3	32	33.0	5.4782407596607925	tanh		0.013343217197924388		5.747074843336689
133	0.016493699039084722	sigmoid	3	32	34.0	5.478240761074691	tanh		0.013343217197924388		5.747074843336689
134	0.016493699036323202	sigmoid	3	32	35.0	5.478240745521811	tanh		0.013343217197924388		5.747074843336689
135	0.016493699036323202	sigmoid	3	32	36.0	5.478240761958378	tanh		0.013343217197924388		5.747074843336689
136	0.016493699039084722	sigmoid	3	32	37.0	5.478240750470455	tanh		0.013343217197924388		5.747074843336689
137	0.016493699036323202	sigmoid	3	32	38.0	5.478240759130581	tanh		0.013343217197924388		5.747074843336689
138	0.016493699039084722	sigmoid	3	32	39.0	5.478240752591302	tanh		0.013343217197924388		5.747074843336689
139	0.016493699036323202	sigmoid	3	32	40.0	5.47824077733452	tanh		0.013343217197924388		5.747074843336689
140	0.016493699036323202	sigmoid	3	32	41.0	5.478240764609437	tanh		0.013343217197924388		5.747074843336689
141	0.016493699039084722	sigmoid	3	32	42.0	5.478240750470455	tanh		0.013343217197924388		5.747074843336689
142	0.016493699039084722	sigmoid	3	32	43.0	5.478240770618504	tanh		0.013343217197924388		5.747074843336689
143	0.016493699036323202	sigmoid	3	32	44.0	5.4782407458752855	tanh		0.013343217197924388		5.747074843336689
144	0.016493699036323202	sigmoid	3	32	45.0	5.47824075206109	tanh		0.013343217197924388		5.747074843336689
145	0.016493699036323202	sigmoid	3	32	46.0	5.478240780339053	tanh		0.013343217197924388		5.747074843336689
146	0.016493699039084722	sigmoid	3	32	47.0	5.478240744814862	tanh		0.013343217197924388		5.747074843336689
147	0.016493699036323202	sigmoid	3	32	48.0	5.478240766023335	tanh		0.013343217197924388		5.747074843336689
148	0.016493699039084722	sigmoid	3	32	49.0	5.4782407540052	tanh		0.013343217197924388		5.747074843336689
149	0.016493699039084722	sigmoid	3	32	50.0	5.478240746935709	tanh	2019-09-22 03:02:51.668305	0.013343217197924388	0.017454107733975325	5.747074843336689
150	0.46645663454410674	sigmoid	3	32	1.0	1.9164174789848638	softmax	2019-09-22 03:02:51.681013	0.530022238717422		1.6631428635146903
151	0.5413269088213492	sigmoid	3	32	2.0	1.6019432601264179	softmax		0.530022238717422		1.4826688037438247
152	0.5772794662271278	sigmoid	3	32	3.0	1.3045039258681905	softmax		0.5774647887544865		1.271918819514445
153	0.6065604151664972	sigmoid	3	32	4.0	1.1914337922945297	softmax		0.6100815419712449		1.2230050144944922
154	0.6282431430689399	sigmoid	3	32	5.0	1.1319660148945803	softmax		0.585618977042107		1.230243255952449
155	0.6443661971830986	sigmoid	3	32	6.0	1.0906918613534224	softmax		0.6204595997918527		1.1826523307343604
156	0.665307635197028	sigmoid	3	32	7.0	1.041105342627102	softmax		0.6656782802959298		1.1818490044287702
157	0.6984803558633096	sigmoid	3	32	8.0	0.9736505944787175	softmax		0.6575240919420329		1.158847610096829
158	0.716827279422087	sigmoid	3	32	9.0	0.8944261040044237	softmax		0.6693847295175754		1.1398754996489913
159	0.747776130378644	sigmoid	3	32	10.0	0.8119993702935855	softmax		0.6641957005409951		1.1341543882488763
160	0.7796515938615339	sigmoid	3	32	11.0	0.74001808918521	softmax		0.6730911787392211		1.1477769706053058
161	0.8078206079460409	sigmoid	3	32	12.0	0.6857663740309368	softmax		0.6968124537577534		1.1519143044992761
162	0.8280207560714569	sigmoid	3	32	13.0	0.6250418782941141	softmax		0.700518902979399		1.1957500563275822
163	0.8472942921565673	sigmoid	3	32	14.0	0.5667886010711506	softmax		0.6997776131350699		1.2293663138014197
164	0.85470719051149	sigmoid	3	32	15.0	0.5194100503726214	softmax		0.694588584224766		1.304139400783338
165	0.8647146034099333	sigmoid	3	32	16.0	0.48729513339239905	softmax		0.6879169756258038		1.331065798972252
166	0.8797257226692295	sigmoid	3	32	17.0	0.4436747002504418	softmax		0.694588584224766		1.394445775967337
167	0.8858413640174979	sigmoid	3	32	18.0	0.41347362029278517	softmax		0.6960711639134243		1.4463211360730623
168	0.8904744254561864	sigmoid	3	32	19.0	0.39161780403666	softmax		0.6901408451587911		1.5078286560841894
169	0.8949221645221611	sigmoid	3	32	20.0	0.37312799801510116	softmax		0.6805040771825125		1.6011334273265503
170	0.9027057078434327	sigmoid	3	32	21.0	0.34539131660033723	softmax		0.6656782802959298		1.6988289676126151
171	0.9106745737141552	sigmoid	3	32	22.0	0.3111098698990004	softmax		0.6842105264041581		1.722089873144943
172	0.9160489251297257	sigmoid	3	32	23.0	0.29609934191424553	softmax		0.6782802075832486		1.808858116791812
173	0.9154929578348475	sigmoid	3	32	24.0	0.2968135870015559	softmax		0.6738324685835503		1.8750944952332063
174	0.9221645663012568	sigmoid	3	32	25.0	0.27620319170453445	softmax		0.6664195700739824		1.9170965027862163
175	0.9217939213349079	sigmoid	3	32	26.0	0.26627722188134473	softmax		0.6382505559894754		2.051631124042599
176	0.9273535952115607	sigmoid	3	32	27.0	0.2511593959811354	softmax		0.6664195700739824		2.0005636883276847
177	0.9379169754932508	sigmoid	3	32	28.0	0.218636059071772	softmax		0.6641957005409951		2.0484193182592483
178	0.9416234247590808	sigmoid	3	32	29.0	0.20316890426659426	softmax		0.6708673091399573		2.0897961475833244
179	0.9425500369761236	sigmoid	3	32	30.0	0.19618250438467144	softmax		0.6597479614750202		2.194467536072275
180	0.9423647146917785	sigmoid	3	32	31.0	0.18820291972982167	softmax		0.6508524833430707		2.2384421205061114
181	0.9482950333138587	sigmoid	3	32	32.0	0.18024350940253311	softmax		0.6567828020977037		2.207713399665103
182	0.9479243884358785	sigmoid	3	32	33.0	0.1771535873413086	softmax		0.658265381786362		2.2869639958692005
183	0.9479243884358785	sigmoid	3	32	34.0	0.16594358117735944	softmax		0.6397331356781337		2.364797449712845
184	0.9547813194517386	sigmoid	3	32	35.0	0.14976127858821156	softmax		0.6389918458338045		2.3909902661000473
185	0.9577464789174237	sigmoid	3	32	36.0	0.1479057547138566	softmax		0.6404744255224628		2.472854764131019
186	0.954225352112676	sigmoid	3	32	37.0	0.1607046014704556	softmax		0.6508524833430707		2.446678412941494
187	0.9581171237070354	sigmoid	3	32	38.0	0.1436394792384267	softmax		0.6426982950554502		2.4926498828772
188	0.9675685693106004	sigmoid	3	32	39.0	0.12245695787814036	softmax		0.6412157153667919		2.5352144552390605
189	0.9707190511048149	sigmoid	3	32	40.0	0.11282479737072719	softmax		0.6345441067678298		2.5374412660337184
190	0.9697924387994036	sigmoid	3	32	41.0	0.11760289438505186	softmax		0.6345441067678298		2.6569664232637193
191	0.9629355077393591	sigmoid	3	32	42.0	0.13321830602908152	softmax		0.6323202372348423		2.6789536645803036
192	0.955893254174048	sigmoid	3	32	43.0	0.14591277447053466	softmax		0.6352853966121589		2.640034046766933
193	0.9464418087472202	sigmoid	3	32	44.0	0.16968217805398006	softmax		0.653076352876058		2.493314039627652
194	0.956819866567828	sigmoid	3	32	45.0	0.14239502853104324	softmax		0.6234247591028927		2.7036782449223185
195	0.9653446997776131	sigmoid	3	32	46.0	0.11897128656937335	softmax		0.6515937731873997		2.6189899872284275
196	0.9714603409933283	sigmoid	3	32	47.0	0.10431098815238724	softmax		0.6345441067678298		2.7508446804411415
197	0.9760934024762011	sigmoid	3	32	48.0	0.09613013381291709	softmax		0.6226834692585637		2.8173523656167836
198	0.9766493699036323	sigmoid	3	32	49.0	0.09583913557247996	softmax		0.6197183098812471		2.878156977993546
199	0.9781319495922906	sigmoid	3	32	50.0	0.08443837765855555	softmax	2019-09-22 03:03:40.845115	0.630837657546184	0.6220282876918447	2.804503726464364
200	0.5109340252922233	softplus	3	32	1.0	1.9387146771793635	sigmoid	2019-09-22 03:03:40.859246	0.530022238717422		1.5722538544744629
201	0.5413269089097178	softplus	3	32	2.0	1.421957343927218	sigmoid		0.530022238717422		1.3309134644345058
202	0.6456634544106745	softplus	3	32	3.0	1.154554936071075	sigmoid		0.6575240919420329		1.1413948873487378
203	0.6988510007854741	softplus	3	32	4.0	0.9894608383800826	sigmoid		0.6812453669605651		1.0722383913771147
204	0.729985174158929	softplus	3	32	5.0	0.8840007423205761	sigmoid		0.691623424781173		1.052554196830676
205	0.7694588585020083	softplus	3	32	6.0	0.7728105650025885	sigmoid		0.6997776130687934		1.0632932444163126
206	0.7948480354935439	softplus	3	32	7.0	0.6829056120784835	sigmoid		0.6560415122533746		1.130269884886434
207	0.809117865173617	softplus	3	32	8.0	0.6173454570805611	sigmoid		0.6953298740028186		1.121932687098402
208	0.8398813936690916	softplus	3	32	9.0	0.5404175862813544	sigmoid		0.6782802075832486		1.1666384031367885
209	0.8632320236329064	softplus	3	32	10.0	0.4885424386580137	sigmoid		0.6990363232907407		1.2497973886571874
210	0.8763899185023014	softplus	3	32	11.0	0.45238516249419847	sigmoid		0.6953298740249108		1.2509755330053942
211	0.8997405485544848	softplus	3	32	12.0	0.381531332502814	sigmoid		0.6864343958929612		1.3045661657982353
212	0.913825055685107	softplus	3	32	13.0	0.3387334521741139	sigmoid		0.6767976279608667		1.430380443363741
213	0.9199406968124537	softplus	3	32	14.0	0.30886629607122507	sigmoid		0.6871756857814746		1.4335280074465266
214	0.9221645663012568	softplus	3	32	15.0	0.2861254280191426	sigmoid		0.6834692365598289		1.5649580289205858
215	0.9269829502893961	softplus	3	32	16.0	0.2636873213956761	sigmoid		0.6649369904516007		1.6420933601147516
216	0.9371756857814746	softplus	3	32	17.0	0.23484347470165448	sigmoid		0.6871756857814746		1.7310530897243717
217	0.9403261674873205	softplus	3	32	18.0	0.21868003031074604	sigmoid		0.678280207649525		1.7034647393173603
218	0.9512601926469909	softplus	3	32	19.0	0.19548940127252915	sigmoid		0.6953298740690951		1.7920062176999205
219	0.9595997034840623	softplus	3	32	20.0	0.16945144059958062	sigmoid		0.6553002224753219		1.951696808113709
220	0.9610822831727205	softplus	3	32	21.0	0.1570105708533521	sigmoid		0.6849518162043029		1.8725797297602853
221	0.9634914751226059	softplus	3	32	22.0	0.15317892760944155	sigmoid		0.69607116386924		1.9477128226108424
222	0.9512601927353596	softplus	3	32	23.0	0.17691606509356342	sigmoid		0.690882134958936		1.937323369654662
223	0.9545959970348407	softplus	3	32	24.0	0.17057875057252977	sigmoid		0.6968124537577534		1.9168663685899738
224	0.9644180874722016	softplus	3	32	25.0	0.14541757852943674	sigmoid		0.678280207649525		2.0515154800740234
225	0.9720163083323909	softplus	3	32	26.0	0.12461630852024497	sigmoid		0.6790214974496699		2.046689774037468
226	0.9740548553601117	softplus	3	32	27.0	0.1176095213092107	sigmoid		0.6953298740249108		2.1181252699060913
227	0.9740548554484804	softplus	3	32	28.0	0.11483816536153088	sigmoid		0.6627131208744289		2.2009225865484963
228	0.9785025944702709	softplus	3	32	29.0	0.09799464034252117	sigmoid		0.6938472943362525		2.1887755104132807
229	0.9781319495481062	softplus	3	32	30.0	0.1044313051441672	sigmoid		0.694588584224766		2.219996664062794
230	0.9722016307934732	softplus	3	32	31.0	0.11092130393010763	sigmoid		0.6716085990505628		2.303733626677426
231	0.9716456634102264	softplus	3	32	32.0	0.12215451035701053	sigmoid		0.6508524834093471		2.4689535653706036
232	0.9688658264939921	softplus	3	32	33.0	0.12098405111423681	sigmoid		0.6834692365598289		2.22159741948144
233	0.9746108227875429	softplus	3	32	34.0	0.1046251789331878	sigmoid		0.6649369904516007		2.3510055586176506
234	0.985544848035582	softplus	3	32	35.0	0.07525617662704018	sigmoid		0.6664195701402589		2.296927229044966
235	0.9883246849076318	softplus	3	32	36.0	0.07039989790070755	sigmoid		0.6767976279608667		2.3687232747795495
236	0.9899925871015567	softplus	3	32	37.0	0.0642750890382888	sigmoid		0.6679021498289172		2.4278586036280583
237	0.9890659747961453	softplus	3	32	38.0	0.0613318055659654	sigmoid		0.6790214974496699		2.388684015966858
238	0.9905485544848036	softplus	3	32	39.0	0.056596035050784685	sigmoid		0.672349888894892		2.430177620378046
239	0.9807264640474426	softplus	3	32	40.0	0.08489224955638397	sigmoid		0.6871756857372904		2.3751368261072883
240	0.9662713120830244	softplus	3	32	41.0	0.12782048280202432	sigmoid		0.6893995552702777		2.405815620966714
241	0.9681245366938473	softplus	3	32	42.0	0.12054903824172301	sigmoid		0.6701260193619046		2.5078695596280673
242	0.9686805040329098	softplus	3	32	43.0	0.11433647564295445	sigmoid		0.6790214974496699		2.5166448544713638
243	0.9792438843587843	softplus	3	32	44.0	0.08923737574410139	sigmoid		0.6619718310300998		2.6761984224227553
244	0.9868421052189735	softplus	3	32	45.0	0.062402938003116755	sigmoid		0.6671608599845881		2.5478192533361548
245	0.9903632320237212	softplus	3	32	46.0	0.053420339945049265	sigmoid		0.6760563380723533		2.5012658727531347
246	0.992216456634544	softplus	3	32	47.0	0.045897086070169776	sigmoid		0.6545589325868085		2.668468973387428
