DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER,2018
93493277010018.0,760377029,EFILE,,,,,"OTHER PROGRAM SERVICES 4: Public Policy and Stewardship - KPC works with various governmental entities to track and monitor public policy that may affect KPC's lands, including major thoroughfare and road plans, flood control initiatives, and conservation easement tax incentives. KPC also monitors its conservation easement lands on an annual basis to ensure that the goals and objectives of the legal agreement between KPC and the impacted landowner are followed and the land in question remains viable for its conservation values. KPC is working to establish more vigorous baseline data on all its preserves and to tract changes over time through regular monitoring protocols. OTHER PROGRAM SERVICES 5: Land Management and Restoration - During 2004-2005, KPC's Board of Directors approved securing a majority ownership of the historic Warren Ranch, a working cattle ranch. The Board determined that the continued operations of the Warren Ranch were part of KPC's mission to protect the unique scenic, historic and natural sites on the Katy Prairie. They noted that well-managed farmland shelters wildlife, supplies scenic open space, and helps filter impurities from our air and water and that these agricultural lands offer many other benefits as well: preservation of open space and natural resources; outdoor recreation, including bird watching, hiking, hunting, and nature tours; improved flood protection; economic development through eco-tourism; enhanced wildlife habitat; recharge zones for the area's aquifers; educational field trips for area youth, and research opportunities for colleges and universities in ecology and land management. The prairie also provides children who might not otherwise have an opportunity to visit a working ranch to ride a horse or tour a farm to see how food is produced - a distinctive outdoor experience.","Long-term goals are to: protect 50,000 acres; allow public access; ensure responsible stewardship of protected lands; restore and enhance wildlife habitat; offer educational programs; and conduct and facilitate appropriate research to accomplish KPCs mission.","Land Conservation - The Katy Prairie Conservancy (KPC) protects land on the Katy Prairie in the following ways: acquisition of conservation lands at fair market value, acquisition of conservation lands through a bargain sale arrangement, receipt of donated conservation lands to KPC, receipt of donated trade lands to KPC, donation of conservation easements to KPC, and purchase of development rights on conservation lands on the Katy Prairie. Conservation lands are held in permanent trust and are maintained for the benefit of both the wildlife that inhabit the lands and the public who enjoy visiting KPC's preserves.##Preserve Enhancement - KPC has developed general management plans for all its protected properties that ensure that the lands are not further degraded by invasive species (including Chinese Tallow, McCartney Rose, feral hogs and other feral animals) and are maintained in their traditional uses. More detailed management plans are prepared for properties as KPC undertakes preserve enhancement and restoration activities, including the restoration and creation of wetlands and the enhancement and replanting of native grasslands.##Land Management and Restoration - During 2004-2005, KPC's Board of Directors approved securing a majority ownership of the historic Warren Ranch, a working cattle ranch. The Board determined that the continued operations of the Warren Ranch were part of KPC's mission to protect the unique scenic, historic and natural sites on the Katy Prairie. They noted that well-managed farmland shelters wildlife, supplies scenic open space, and helps filter impurities from our air and water and that these agricultural lands offer many other benefits as well: preservation of open space and natural resources; outdoor recreation, including bird watching, hiking, hunting, and nature tours; improved flood protection; economic development through eco-tourism; enhanced wildlife habitat; recharge zones for the area's aquifers; educational field trips for area youth, and research opportunities for colleges and universities in ecology and land management. The prairie also provides children who might not otherwise have an opportunity to visit a working ranch to ride a horse or tour a farm to see how food is produced - a distinctive outdoor experience.","Katy Prairie Conservancy (KPC) is dedicated to protecting a sustainable portion of the Katy Prairie for the benefit of its wildlife and the enjoyment of all Texans. KPC conserves land, restores and enhances wildlife habitat through grassland and wetlands projects, and educates the public on the value and importance of prairies.",2.01812779349301e+17,15969438.0,990,12/3/2018 6:55:04 PM,KATY PRAIRIE CONSERVANCY,201712.0,2018.0,,10.0,3.0,201712.0,34441262.0,8123636.0,KATY PRAIRIE CONSERVANCY,5615 KIRBY DRIVE,HOUSTON,TX,,C30,813312.0,77005.0,IN,,199211.0,48201.0,15.0,3360.0,3362.0,33514988.0,16eofinextract990.dat,201512.0,2025521.0,12.0,0.1445194295041693,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493319083617.0,10736021,EFILE,,,,,,To provide financial support to the Balcones Canyonland Wildlife Refuge and assist in obtaining funds for additional land purchases to add to the refuge.,Educational programs for Refuge assistance with payments for land purchase raising funds for future land purchases and improvements to current refuge facilities.,To provide financial support to the Balcones Canyonland Wildlife Refuge and assist in obtaining funds for additional land purchases to add to the refuge.,2.0171319934930835e+17,15095454.0,990,1/8/2018 1:46:03 PM,FRIENDS OF BALCONES CANYONLANDS NATIONAL WILDLIFE REFUGE,201612.0,2018.0,,10.0,3.0,201712.0,387752.0,59123.0,FRIENDS OF BALCONES CANYONLANDS NATIONAL WILDLIFE REFUGE,PO BOX 4678,LAGO VISTA,TX,,C50,813312.0,78645.0,IN,,200209.0,48453.0,15.0,,640.0,174208.0,16eofinextractez.dat,201512.0,84374.0,12.0,0.87390197181943,C50,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93492071000238.0,10736021,EFILE,"Enviroment Education Program to Area Schools##Sparrowfest and Songbird Festivals to promote public awareness, support and particpation",To Support the Balcones Canyonland Wildlife Refuge,,,,,,,2.0183071934920003e+17,15630650.0,990EZ,8/29/2018 11:36:34 AM,FRIENDS OF BALCONES CANYONLANDS NATIONAL WILDLIFE REFUGE,201712.0,2018.0,,10.0,3.0,201712.0,387752.0,59123.0,FRIENDS OF BALCONES CANYONLANDS NATIONAL WILDLIFE REFUGE,PO BOX 4678,LAGO VISTA,TX,,C50,813312.0,78645.0,IN,,200209.0,48453.0,15.0,,640.0,174208.0,16eofinextractez.dat,201512.0,84374.0,12.0,0.87390197181943,C50,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493319123247.0,454908468,EFILE,,,,,"ORGANIZATION'S MISSION BISBEE'S FISH & WILDLIFE CONSERVATION FUND CONSERVES, RESTORES, AND MANAGES FISH, WILDLIFE AND THEIR ASSOCIATED HABITATS THROUGH SCIENCE, EDUCATION, AND TECHNOLOGY THE CONSERVATION FUND WORKS HAND-IN-HAND WITH OTHER CONSERVATION GROUPS TO ADVANCE CONSERVATION RESEARCH. THE FUND ALSO SUPPORTS ENVIRONMENTAL CAUSES AND HELPS TEACH TRADES ANO SKILLS TO PEOPLE IN SUBJECTS RELATED TO THE ENVIRONMENT AND ANIMAL CONSERVATION SO THEY CAN DEVELOP MARKETABLE SKILLS TO EARN A LIVING. THE ORGANIZATION ENGAGES IN THE FOLLOWING (1) ANIMAL CAUSES, INCLUDING, WITHOUT LIMITATION, EDUCATION, THE PREVENTION OF THE EXTINCTION OF SPECIES OF ANIMALS, THE CONSERVATION AND MANAGEMENT OF THREATENED SPECIES (BOTH BIOLOGICALLY ANO SOCIO-ECONOMICALLY), THE ASSISTANCE OF ABUSED ANIMALS, AND THE ADVOCACY FOR ANIMAL RIGHTS (AS PERMITTED BY SECTION 501(H) OF THE CODE, (2) ENVIRONMENTAL CAUSES, INCLUDING, WITHOUT LIMITATION, EDUCATION, REPARATION ANO PROTECTION OF THE ENVIRONMENT AND THE ADVOCACY FOR THE ENVIRONMENT.","CONSERVE, RESTORE, AND MANAGE FISH, WILDLIFE AND THEIR ASSOCIATED HABITATS THROUGH SCIENCE, EDUCATION, AND TECHNOLOGY.","RHINO PROJECT- A PROJECT TO EDUCATE, PREVENT THE EXTINCTION OF THE RHINOCEROS, INCLUDING AIDING IN THE CONSERVATION AND MANAGEMENT OF THIS THREATENED SPECIES. THE RHINO PROJECT INCLUDES TWO MAJOR PROGRAMS - THE NKWE ANTI-POACHING TACTICAL TRAINING ACADEMY AND RHINO BREEDING PROGRAM IN LIMPOPO, SOUTH AFRICA. THE ACADEMY IS A PHENOMENAL EFFORT THAT TRAINS LOCAL ANTI-POACHING RECRUITS AND CERTIFIES THEM AS GOVERNMENT CERTIFIED FIELD RANGERS. OVER TWO DOZEN RECRUITS HAVE GRADUATED SINCE OPERATION WITH CLASSES CURRENTLY RUNNING. THE RHINO BREEDING PROGRAM CONSISTS OF A BREEDING PAIR OF RHINOS THAT THE BF&WCF ACQUIRED AND THE SUBSEQUENT RECENT SUCCESSFUL BREEDING OF A RHINO CALF INTENTIONS ARE TO CONTINUE GROWING THIS YOUNG HERD.##THE BILLFISH PROJECT / IGFA PROJECT- CREATED TO HELP IMPROVE UNDERSTANDING OF DISTRIBUTION, POPULATION STRUCTURE AND BIOLOGY OF MARLIN WHILE ENGAGING ANGLERS AND THE GENERAL PUBLIC IN THE RESEARCH PROCESS BY LEARNING HOW THESE ANIMALS USE THE PELAGIC ECOSYSTEM. WE ARE PROVIDING VALUABLE INFORMATION TO THE RESOURCE MANAGERS AND POLICY MAKERS RESPONSIBLE FOR ENSURING THEIR LONG-TERM CONSERVATION. THIS INFORMATION WILL BE FREELY ACCESSED BY SCIENTISTS ANO MANAGERS AROUND THE WORLD TO BETTER PROTECT BILLFISH.##DUCKS UNLIMITED WETLANDS- A PROJECT IN PARTNERSHIP WITH DUCKS UNLIMITED MEXICO THAT HELPS IN THE ASSEMBLING OF AND DISSEMINATION OF THE THIRTEEN YEARS OF RESEARCH THAT HAS BEEN COLLECTED ON MEXICO'S PACIFIC WETLANDS FOR THE CREATION AND IMPLEMENTATION OF A WETLANDS RESTORATION AND RECOVERY PROGRAM IN MEXICO.",SEE SCHEDULE O,2.0174319934931232e+17,15095799.0,990,1/8/2018 2:37:59 PM,BISBEES FISH AND WILDLIFE CONSERVATION FUND INC,201612.0,2018.0,,10.0,3.0,201612.0,45629.0,503185.0,BISBEES FISH & WILDLIFE CONSERVATION FUND,2300 MCDERMOTT RD STE 200 # 382,PLANO,TX,,C1230,813219.0,75025.0,IN,,201303.0,48085.0,15.0,1920.0,1922.0,65579.0,16eofinextract990.dat,201512.0,912498.0,12.0,0.7197206101495436,C123,C,C,PC,EN,C,ZB,S,EN,OT,Y,N,1.0
93493319063077.0,237221304,EFILE,,,,,,"RENDER CIVIC, EDUCATIONAL, AND RECREATIONAL SERVICES; MAINTAIN FENCING, TRAILS, AND COMMON AREAS FOR THE BENEFIT OF THE GENERAL PUBLIC.","THE 197,956 OF ASSESSMENTS (PROGRAM SERVICE REVENUE) BILLED FOR 2016 WERE USED TO MAINTAIN THE TRAILS FOR PUBLIC USE IN THE NORTH AND SOUTH WOODLAND HILLS AREAS OF KINGWOOD, TEXAS. ANY SURPLUS IS BEING SET ASIDE AS A RESERVE FOR FUTURE PROJECTS, REPAIRS, AND MAINTENANCE.","RENDER CIVIC, EDUCATIONAL, AND RECREATIONAL SERVICES; MAINTAIN FENCING, TRAILS, AND COMMON AREAS FOR THE BENEFIT OF THE GENERAL PUBLIC.",2.017231993493063e+17,15096794.0,990O,1/8/2018 6:45:34 PM,WOODLAND HILLS TRAIL ASSOCIATION,201612.0,2018.0,,10.0,4.0,201712.0,792769.0,240044.0,WOODLAND HILLS TRAIL ASSOCIATION,6842 N SAM HOUSTON PKWY W,HOUSTON,TX,,C03,813920.0,77064.0,IN,,197306.0,48201.0,0.0,3360.0,3362.0,637231.0,16eofinextract990.dat,201512.0,247152.0,12.0,0.15361164778761505,C03,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493320008457.0,760287101,EFILE,,,,,,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT.PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 150 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT. PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 200 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 200 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,2.0170320934930083e+17,15069011.0,990O,1/2/2018 10:26:15 AM,HOUSTON AREA CHAPTER OF THE SOCIETY FOR INFORMATION MANAGEMENT,201612.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493319092978.0,760287101,EFILE,,,,,,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT.PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 150 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,TO EDUCATE MEMBERS ON INFORMATION SYSTEMS AND RESOURCE MANAGEMENT. PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 200 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,PROVIDED MONTHLY MEETINGS WITH GUEST SPEAKERS TO INFORM AND EDUCATE OVER 200 MEMBERS AND THEIR GUESTS IN INFORMATION SYSTEMS.,2.018231993493093e+17,16007896.0,990O,12/17/2018 5:10:55 AM,HOUSTON AREA CHAPTER OF THE SOCIETY FOR INFORMATION MANAGEMENT,201712.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493318087437.0,752871180,EFILE,,,,,ORGANIZE COMMUNITY EVENTS AND SCHOOL PROGRAMS TO PROVIDE EDUCATIONAL EXPERIENCES FOR CHILDREN AND FAMILIES ABOUT FISHING SAFETY AND CONSERVATION.,COMMUNITY EVENTS AND SCHOOL PROGRAMS WERE HELD TO PROVIDE EDUCATIONAL EXPERIENCES FOR CHILDREN AND FAMILIES ABOUT FISHING SAFETY AND CONSERVATION.,ORGANIZE COMMUNITY EVENTS AND SCHOOL PROGRAMS TO PROVIDE EDUCATIONAL EXPERIENCES FOR CHILDREN AND FAMILIES ABOUT FISHING SAFETY AND CONSERVATION,COMMUNITY EVENTS AND SCHOOL PROGRAMS WERE HELD TO PROVIDE EDUCATIONAL EXPERIENCES FOR CHILDREN AND FAMILIES ABOUT FISHING SAFETY AND CONSERVATION.,2.0173318934930874e+17,15082031.0,990,1/4/2018 9:56:29 AM,KID FISH FOUNDATION INC,201612.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93492319035257.0,841512096,EFILE,"FORT WORTH PRAIRIE PARK: BUILT PRESERVATION COMMITTEE OF BUSINESS LEADERS & CONSERVATIONISTS; ESTABLISHED PRIME PARTNERSHIPS, & DESIGNED COMPLETION STRATEGY TO SAVE THIS 10,000-YEAR-OLD NATIVE PRAIRIE.##PLAINS YOUTH INTERACTION & ECOLOGICAL HEALTH EDUCATION LOCALLY AND NATIONWIDE.##AMERICAN LITERARY ARTS EXPLORING THE SIMILARITIES BETWEEN THE PRAIRIE AND THE OCEAN.","Great Plains Restoration Council IS A 501(C)(3) NON-PROFIT ECOLOGICAL HEALTH ORGANIZATION THAT HELPS PEOPLE TAKE CARE OF THEIR OWN HEALTH THROUGH RESTORING AND PROTECTING NATIVE ECOSYSTEMS, PARTICULARY DAMAGED PRAIRIES, PLAINS AND WATERS. GPRC TEACHES ECOLOGICAL HEALTH PRACTICES AND PRINCIPLES AROUND THE COUNTRY, AS WELL AS USES THE LITERARY ARTS AND OTHER MEDIA TO BROADEN AWARENESS AND COMMUNITY ENGAGEMENT.",,,,,,,2.0170319934920352e+17,15071451.0,990EZ,1/2/2018 6:20:31 PM,GREAT PLAINS RESTORATION COUNCIL,201612.0,2018.0,,10.0,3.0,201712.0,19130.0,113745.0,GREAT PLAINS RESTORATION COUNCIL,PO BOX 1206,FORT WORTH,TX,,C34,813312.0,76101.0,IN,,199910.0,48439.0,15.0,2800.0,1922.0,34393.0,16eofinextractez.dat,201512.0,104988.0,12.0,0.6086688973530247,C34,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93492319087567.0,264351089,EFILE,"Our objectives typically remain the same to evangelize, provide training and leadership development whether we are abroad or stateside. Our##travels range from East of Germany, Eastern Europe, Tanzania and various locations in the United States. Ministry activity includes discipleship##and mentoring to missionaries embarking to various lands around the globe.","Evangelical teaching, leadership development training.",,,,,,,2.0171319934920877e+17,15085904.0,990EZ,1/4/2018 10:28:05 PM,DESTINY LEADERSHIP INTERNATIONAL,201612.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493319018377.0,260435585,EFILE,,,,,,THE BARNETT SHALE ENERGY EDUCATION COUNCIL (BSEEC) IS A COMMUNITY RESOURCE THAT PROVIDES INFORMATION TO THE PUBLIC ABOUT GAS DRILLING AND PRODUCTION IN THE BARNETT SHALE REGION IN NORTH TEXAS.,PRODUCTION OF EDUCATIONAL MATERIALS REGARDING THE BARNETT SHALE FORMATION AND ITS ECONOMIC IMPACT ON THE REGION. SPONSORED STUDIES REGARDING THE BARNETT SHALE AND ITS ENVIRONMENTAL IMPACT.,BSEEC IS A COMMUNITY RESOURCE THAT PROVIDES INFORMATION TO THE PUBLIC ABOUT GAS DRILLING AND PRODUCTION IN THE BARNETT SHALE REGION IN NORTH TEXAS.,2.0172319934930182e+17,15096224.0,990O,1/8/2018 4:44:26 PM,BARNETT SHALE ENERGY EDUCATION COUNCIL,201612.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
93493318108637.0,742117354,EFILE,,,,,,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",MAINTENANCE AND PRESERVATION OF THE COMMON PROPERTYAND SECURITY BENEFITING THE COMMUNITY AT LARGE.,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",2.0173318934931085e+17,15089020.0,990O,1/5/2018 12:47:16 PM,LEXINGTON WOODS OWNERS COMMITTEE INC,201612.0,2018.0,,10.0,4.0,201712.0,403031.0,447828.0,LEXINGTON WOODS OWNERS COMMITTEE INC,PO BOX 681007,HOUSTON,TX,,C36,813312.0,77268.0,IN,,198010.0,48201.0,0.0,3360.0,3362.0,392800.0,16eofinextract990.dat,201512.0,449851.0,12.0,0.2928857231250768,C36,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493312029788.0,742117354,EFILE,,,,,,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",MAINTENANCE AND PRESERVATION OF THE COMMON PROPERTYAND SECURITY BENEFITING THE COMMUNITY AT LARGE.,"MAINTAIN, PRESERVE THE COMMON PROPERTY AND PROMOTE SOCIAL WELFAREOF THE RESIDENTS AND PROPERTY OWNERS WHICH BENEFIT THE COMMUNITYAT LARGE.",2.0183312934930298e+17,15983387.0,990O,12/7/2018 11:42:18 AM,LEXINGTON WOODS OWNERS COMMITTEE INC,201712.0,2018.0,,10.0,4.0,201712.0,403031.0,447828.0,LEXINGTON WOODS OWNERS COMMITTEE INC,PO BOX 681007,HOUSTON,TX,,C36,813312.0,77268.0,IN,,198010.0,48201.0,0.0,3360.0,3362.0,392800.0,16eofinextract990.dat,201512.0,449851.0,12.0,0.2928857231250768,C36,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493319093877.0,742253593,EFILE,,,,,,"Crowe's Nest Farm is an educational organization dedicated to fostering public appreciation, knowledge, and wise stewardship of both the agricultural and wildlife resources of Texas.","Educational Farm-Foster public awareness, knowledge, & wise stewardship of Texas Agriculture and Wildlife. Teach children with hands on activities in Animal Science. Over 20,000 participants##Gift Shop - Sales of T-shirts, caps, educational books, etc. See 990T for expenses and revenue. See 990-T","Crowe's Nest Farm is an educational organization dedicated to fostering public appreciation, knowledge, and wise stewardship of both the agricultural and wildlife resources of Texas.",2.0172319934930938e+17,15096062.0,990,1/8/2018 4:29:16 PM,CROWES NEST FARM INC,201612.0,2018.0,,10.0,3.0,201712.0,1184230.0,274035.0,CROWES NEST FARM INC,10300 TAYLOR LN,MANOR,TX,,C60,712190.0,78653.0,IN,,198305.0,48453.0,16.0,,640.0,1119659.0,16eofinextract990.dat,201512.0,187515.0,12.0,0.8016108819892653,C60,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
93493319085797.0,760656365,EFILE,,,,,,"TO MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREAS; PROVIDE STREET LIGHTS, SECURITY **PATROL AND GARBAGE SERVICE - BENEFITS THE ENTIRE COMMUNITY.","MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREA; PROVIDE STREET LIGHTS, UNIFORMED PATROL AND GARBAGE SERVICES -- ALL BENEFITING THE ENTIRE COMMUNITY","TO MAINTAIN COMMON AREAS, ESPLANADES, REC/PARK AREAS; PROVIDE STREET LIGHTS, SECURITY PATROL AND GARBAGE SERVICE - BENEFITS THE ENTIRE COMMUNITY.",2.0174319934930858e+17,15106820.0,990O,1/10/2018 7:50:39 AM,CARLTON WOODS ASSOCIATION INC,201612.0,2018.0,,10.0,4.0,201712.0,1339286.0,2001978.0,CARLTON WOODS ASSOCIATION INC,2002 TIMBERLOCH PL STE 650,THE WOODLANDS,TX,,C36,813312.0,77380.0,IN,,200306.0,48339.0,0.0,3360.0,3362.0,2052892.0,16eofinextract990.dat,201512.0,1370458.0,12.0,0.9233583589380776,C36,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493314027467.0,742886586,EFILE,,,,,,"Promote tourism in Uvalde County through special events, advertising, sponsorships, website, and related activities.",DEVELOP AND PROMOTE SPECIAL EVENTS TO BRING TOURISTS TO UVALDE COUNTY. EVENTS INCLUDE THE RIO FRIO MUSIC FESTIVAL.##MARKET UVALDE COUNTY THROUGH ADVERTISING PLACEMENTS IN DIGITAL AND PRINT MEDIA TO ATTRACT TOURISTS TO THE AREA.##ATTEND TARGETED TRADE AND CONSUMER EVENTS TO PROMOTE UVALDE COUNTY AS A TOURISM DESTINATION.,Promote tourism in Uvalde County,2.0171314934930275e+17,15070463.0,990O,1/2/2018 1:52:24 PM,TEXAS HILL COUNTRY RIVER REGION INC,201612.0,2018.0,,10.0,6.0,201712.0,629191.0,625979.0,TEXAS HILL COUNTRY RIVER REGION INC,PO BOX 52,CONCAN,TX,,C32,813312.0,78838.0,IN,,199802.0,48463.0,0.0,,,534349.0,16eofinextract990.dat,201512.0,469538.0,12.0,0.6002494034589586,C32,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93493304020688.0,742886586,EFILE,,,,,,"Promote tourism in Uvalde County through special events, advertising, sponsorships, website, and related activities.",Develop and promote special events to bring tourists to Uvalde County.Events include the Rio Frio Music Festival.##Market Uvalde County through advertising placements in digital and print media to attract tourists to the area.##Attend targeted trade and consumer events to promote Uvalde County as a tourism destination.,"Promote tourism in Uvalde County through special events, advertising, sponsorships, website, and related activities.",2.0183304934930208e+17,16028563.0,990O,12/20/2018 12:20:13 AM,TEXAS HILL COUNTRY RIVER REGION INC,201712.0,2018.0,,10.0,6.0,201712.0,629191.0,625979.0,TEXAS HILL COUNTRY RIVER REGION INC,PO BOX 52,CONCAN,TX,,C32,813312.0,78838.0,IN,,199802.0,48463.0,0.0,,,534349.0,16eofinextract990.dat,201512.0,469538.0,12.0,0.6002494034589586,C32,C,C,O,EN,C,EN,O,EN,OT,Y,N,1.0
93491317024087.0,752505605,EFILE,,,"The economic summit is an event designed to help entrepreneurs and small businesses acquire the skills and knowledge needed to succeed in today's fast-paced economy.##GIS Planning is a process to capture, store, analyze, manage, and present a variety of spatial and geographical data. This data is being used to inform the Texas forest country region about the region's current market.",,,,,,2.017331793491024e+17,15105671.0,990PF,1/9/2018 11:26:26 PM,TEXAS FOREST COUNTRY PARTNERSHIP INC,201612.0,2018.0,,1.0,3.0,201712.0,313737.0,332456.0,TEXAS FOREST COUNTRY PARTNERSHIP INC,PO BOX 747,LUFKIN,TX,,C99,813312.0,75902.0,IN,,199402.0,48005.0,4.0,,,,,,,12.0,0.2884424504795938,C99,C,C,PF,EN,C,EN,S,EN,OT,Y,N,1.0
93493318067747.0,270712564,EFILE,,,,,"Summer Teacher Workshops - 3 to 6 hour workshops offered to teachers in the Dallas-Fort Worth area that focus on a water reuse, water conservation, wetland conservation and wildlife conservation. Workshops are conducted in the summer months and can include Project Wild, Project Learning Tree, Aquatic Science, and Wonders of the Wetland Workshop.","The mission of the John Bunker Sands Wetland Center is to both educate the public and provide research opportunities in the areas of water quality and supply, wildlife management, and wetland systems.","Management of the Wetland Center located in Seagoville, TXEducational field trips and programs.Rosewood Corporate Administration donated $57,563 of employee services from legal, information technology, human resources, and graphics departments. Volunteer teachers donated $19,629 of teaching services for 796 volunteer hours.Rosewood Management Corporation donated $18,634 of employee services from treasury, finance, accounting, and risk/legal.","The mission of the John Bunker Sands Wetland Center is to both educate the public and provide research opportunities in the areas of water quality and supply, wildlife management, and wetland systems.",2.0174318934930678e+17,15068675.0,990,1/2/2018 9:21:11 AM,JOHN BUNKER SANDS WETLAND CENTER INC,201612.0,2018.0,,10.0,3.0,201712.0,1918070.0,623952.0,JOHN BUNKER SANDS WETLAND CENTER,2101 CEDAR SPRINGS RD STE 1600,DALLAS,TX,,C32,813312.0,75201.0,IN,,201008.0,48113.0,15.0,1920.0,1922.0,1931275.0,16eofinextract990.dat,201512.0,309539.0,12.0,0.9399858899031838,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N,1.0
